id,age,sex,city,country,followers_count,last_seen,costs_to_rur,games
738776822,23,мужской,уральск,казахстан,0,03.09.2022,1295000.0,StarCraft 2
738771132,25,мужской,los angeles,сша,3,02.09.2022,300000.0,StarCraft 2
738753053,45,мужской,город не указан,россия,,03.09.2022,25000.0,StarCraft 2
738751034,33,мужской,город не указан,россия,1,03.09.2022,25000.0,StarCraft 2
738750161,18,мужской,город не указан,россия,0,03.09.2022,25000.0,StarCraft 2
738699260,16,мужской,город не указан,россия,2,02.09.2022,25000.0,CS:GO
738660623,67,мужской,город не указан,россия,2,12.07.2022,25000.0,CS:GO
738645407,19,мужской,город не указан,россия,,03.09.2022,25000.0,CS:GO
738628825,16,мужской,город не указан,россия,1,08.08.2022,25000.0,CS:GO
738617120,24,мужской,город не указан,россия,1,25.07.2022,25000.0,StarCraft 2
738617120,24,мужской,город не указан,россия,1,25.07.2022,25000.0,Warface
738617120,24,мужской,город не указан,россия,1,25.07.2022,25000.0,Free Fire
738598246,51,женский,москва,россия,979,03.09.2022,25000.0,StarCraft 2
738598246,51,женский,москва,россия,979,03.09.2022,25000.0,Warface
738598246,51,женский,москва,россия,979,03.09.2022,25000.0,Free Fire
738598122,22,женский,санкт-петербург,россия,3,03.09.2022,25000.0,StarCraft 2
738598122,22,женский,санкт-петербург,россия,3,03.09.2022,25000.0,Warface
738598122,22,женский,санкт-петербург,россия,3,03.09.2022,25000.0,Free Fire
738597788,22,мужской,город не указан,россия,,03.09.2022,25000.0,StarCraft 2
738597788,22,мужской,город не указан,россия,,03.09.2022,25000.0,Warface
738597788,22,мужской,город не указан,россия,,03.09.2022,25000.0,Free Fire
738595473,26,мужской,город не указан,россия,0,24.08.2022,25000.0,StarCraft 2
738595473,26,мужской,город не указан,россия,0,24.08.2022,25000.0,Warface
738595473,26,мужской,город не указан,россия,0,24.08.2022,25000.0,Free Fire
738575669,24,мужской,город не указан,россия,0,15.08.2022,25000.0,CS:GO
738564900,19,мужской,город не указан,россия,6,01.09.2022,25000.0,CS:GO
738562451,23,мужской,город не указан,россия,,03.09.2022,25000.0,CS:GO
738546461,18,мужской,город не указан,россия,0,05.08.2022,25000.0,CS:GO
738533176,45,женский,новосибирск,россия,,02.09.2022,25000.0,CS:GO
738525977,23,мужской,москва,россия,361,03.09.2022,25000.0,CS:GO
738523312,26,мужской,город не указан,россия,,03.09.2022,25000.0,Warcraft III
738499035,45,мужской,город не указан,россия,0,03.08.2022,25000.0,Warcraft III
738481160,32,мужской,город не указан,россия,1,19.08.2022,25000.0,Warcraft III
738472375,26,мужской,город не указан,россия,1,19.08.2022,25000.0,Warcraft III
738471572,19,мужской,город не указан,россия,,03.09.2022,25000.0,Warcraft III
738468665,26,мужской,москва,россия,,03.09.2022,25000.0,Warcraft III
738463540,24,мужской,город не указан,россия,0,03.09.2022,25000.0,Warcraft III
738456569,26,мужской,санкт-петербург,россия,7,03.09.2022,25000.0,Warcraft III
738429886,22,мужской,город не указан,россия,,03.09.2022,100000.0,Warcraft III
738429028,22,мужской,уфа,россия,13,03.09.2022,100000.0,League of Legends
738403659,45,мужской,город не указан,россия,1,03.09.2022,100000.0,League of Legends
738394265,28,мужской,город не указан,россия,,03.09.2022,25000.0,League of Legends
738389647,19,мужской,мелитополь,украина,0,14.07.2022,75000.0,League of Legends
738374415,22,мужской,город не указан,россия,0,02.09.2022,25000.0,League of Legends
738359085,38,мужской,город не указан,россия,,03.09.2022,25000.0,League of Legends
738358539,29,мужской,город не указан,россия,2,15.08.2022,25000.0,League of Legends
738315822,45,мужской,волжский,россия,,03.09.2022,25000.0,Dota 2
738315822,45,мужской,волжский,россия,,03.09.2022,25000.0,CS:GO
738314573,29,мужской,milano,италия,1,24.08.2022,159450.0,Quake Champions
738310224,22,мужской,город не указан,россия,,27.08.2022,25000.0,Quake Champions
738305209,19,мужской,город не указан,россия,1,08.07.2022,25000.0,Dota Underlords
738294465,20,мужской,город не указан,россия,,20.08.2022,25000.0,Dota Underlords
738292303,22,мужской,город не указан,россия,199,03.09.2022,25000.0,Dota Underlords
738291287,25,женский,город не указан,россия,0,29.08.2022,25000.0,Dota Underlords
738287918,45,женский,город не указан,россия,0,24.07.2022,25000.0,Dota Underlords
738286349,47,женский,город не указан,россия,1,27.08.2022,25000.0,Dota Underlords
738279803,17,мужской,город не указан,россия,5,02.09.2022,25000.0,Dota Underlords
738256560,26,женский,город не указан,россия,644,23.07.2022,25000.0,Dota Underlords
738252244,31,мужской,город не указан,россия,2,03.09.2022,25000.0,Dota Underlords
738248461,28,женский,город не указан,россия,0,05.07.2022,25000.0,Quake Champions
738232602,24,мужской,город не указан,россия,1,12.08.2022,25000.0,Quake Champions
738228564,24,мужской,город не указан,россия,2,03.09.2022,25000.0,Quake Champions
738213462,21,мужской,калининград,россия,1,03.09.2022,25000.0,Quake Champions
738189164,17,мужской,город не указан,россия,1,03.09.2022,25000.0,Dota 2
738189164,17,мужской,город не указан,россия,1,03.09.2022,25000.0,CS:GO
738187681,21,мужской,одесса,украина,6,03.09.2022,75000.0,Dota 2
738187681,21,мужской,одесса,украина,6,03.09.2022,75000.0,CS:GO
738173904,34,мужской,город не указан,россия,48,02.09.2022,25000.0,Dota 2
738173904,34,мужской,город не указан,россия,48,02.09.2022,25000.0,CS:GO
738170662,23,мужской,город не указан,россия,3,01.09.2022,25000.0,Dota 2
738170662,23,мужской,город не указан,россия,3,01.09.2022,25000.0,CS:GO
738159919,17,мужской,город не указан,россия,1,03.09.2022,25000.0,Dota 2
738159919,17,мужской,город не указан,россия,1,03.09.2022,25000.0,CS:GO
738141095,45,женский,калининград,россия,103,01.09.2022,25000.0,Dota 2
738141095,45,женский,калининград,россия,103,01.09.2022,25000.0,Dota Underlords
738138154,18,мужской,город не указан,россия,2,23.07.2022,25000.0,Dota 2
738138154,18,мужской,город не указан,россия,2,23.07.2022,25000.0,Dota Underlords
738125310,45,мужской,город не указан,россия,,03.09.2022,25000.0,Dota 2
738125310,45,мужской,город не указан,россия,,03.09.2022,25000.0,Dota Underlords
738116827,25,мужской,new york city,сша,0,23.08.2022,300000.0,StarCraft 2
738096492,19,женский,город не указан,россия,,03.09.2022,25000.0,StarCraft 2
738065238,31,мужской,курск,россия,1,03.09.2022,25000.0,Valorant
738063119,46,мужской,город не указан,россия,,13.07.2022,25000.0,Valorant
738058022,24,мужской,город не указан,россия,0,11.07.2022,25000.0,Dota Underlords
738058022,24,мужской,город не указан,россия,0,11.07.2022,25000.0,Quake Champions
738058022,24,мужской,город не указан,россия,0,11.07.2022,25000.0,Heroes of the Storm
738053007,28,мужской,алматы,казахстан,0,03.09.2022,1295000.0,Dota Underlords
738053007,28,мужской,алматы,казахстан,0,03.09.2022,1295000.0,Quake Champions
738053007,28,мужской,алматы,казахстан,0,03.09.2022,1295000.0,Heroes of the Storm
738024836,38,женский,город не указан,россия,,01.09.2022,25000.0,Dota Underlords
738024836,38,женский,город не указан,россия,,01.09.2022,25000.0,Quake Champions
738024836,38,женский,город не указан,россия,,01.09.2022,25000.0,Heroes of the Storm
738004041,28,мужской,город не указан,россия,10,03.09.2022,25000.0,Dota Underlords
738004041,28,мужской,город не указан,россия,10,03.09.2022,25000.0,Quake Champions
738004041,28,мужской,город не указан,россия,10,03.09.2022,25000.0,Heroes of the Storm
737986772,30,мужской,город не указан,россия,0,03.09.2022,25000.0,Dota Underlords
737986772,30,мужской,город не указан,россия,0,03.09.2022,25000.0,Quake Champions
737986772,30,мужской,город не указан,россия,0,03.09.2022,25000.0,Heroes of the Storm
737984738,24,мужской,город не указан,мальта,0,28.07.2022,159450.0,Valorant
737952772,23,мужской,город не указан,россия,1,28.08.2022,25000.0,Valorant
737930835,38,мужской,город не указан,россия,2,20.08.2022,25000.0,Valorant
737904352,19,мужской,город не указан,россия,0,17.07.2022,25000.0,Valorant
737881900,114,мужской,город не указан,россия,0,03.09.2022,25000.0,Valorant
737865292,16,мужской,город не указан,россия,1,19.08.2022,25000.0,Valorant
737862012,38,мужской,санкт-петербург,россия,2,26.08.2022,25000.0,StarCraft 2
737849115,28,женский,город не указан,россия,1,03.09.2022,25000.0,League of Legends
737834250,38,мужской,город не указан,россия,0,19.07.2022,25000.0,League of Legends
737825960,39,мужской,город не указан,россия,5,03.09.2022,25000.0,League of Legends
737806946,19,мужской,город не указан,россия,,28.08.2022,25000.0,League of Legends
737805926,21,мужской,чебоксары,россия,22,03.09.2022,25000.0,League of Legends
737805762,33,мужской,город не указан,россия,0,03.09.2022,25000.0,League of Legends
737757118,18,мужской,город не указан,россия,4,02.09.2022,25000.0,League of Legends
737741766,18,мужской,город не указан,россия,,31.08.2022,25000.0,CS:GO
737738258,20,мужской,ханты-мансийск,россия,2,18.07.2022,25000.0,CS:GO
737721936,33,мужской,город не указан,россия,,03.09.2022,25000.0,CS:GO
737720724,42,женский,город не указан,россия,0,03.07.2022,25000.0,CS:GO
737707102,22,мужской,кишинев,молдова,1,03.09.2022,159450.0,CS:GO
737690966,26,мужской,город не указан,россия,0,04.08.2022,25000.0,CS:GO
737682299,24,мужской,город не указан,россия,0,12.08.2022,25000.0,CS:GO
737670802,19,мужской,город не указан,россия,1,01.09.2022,25000.0,CS:GO
737660951,16,мужской,город не указан,россия,0,02.09.2022,25000.0,League of Legends
737654343,24,женский,город не указан,россия,2,03.09.2022,25000.0,StarCraft 2
737650999,24,мужской,город не указан,россия,7,01.09.2022,25000.0,StarCraft 2
737634640,38,мужской,вязьма,россия,6,03.09.2022,25000.0,StarCraft 2
737627197,33,мужской,город не указан,россия,1,03.09.2022,25000.0,StarCraft 2
737618878,20,мужской,frankfurt am main,германия,0,03.09.2022,159450.0,Dota 2
737618878,20,мужской,frankfurt am main,германия,0,03.09.2022,159450.0,Dota Underlords
737603262,16,мужской,алейск,россия,,03.09.2022,25000.0,StarCraft 2
737603262,16,мужской,алейск,россия,,03.09.2022,25000.0,Warface
737603262,16,мужской,алейск,россия,,03.09.2022,25000.0,Free Fire
737589977,20,мужской,город не указан,россия,0,01.09.2022,25000.0,StarCraft 2
737589977,20,мужской,город не указан,россия,0,01.09.2022,25000.0,Warface
737589977,20,мужской,город не указан,россия,0,01.09.2022,25000.0,Free Fire
737575097,24,мужской,город не указан,россия,3,03.09.2022,25000.0,StarCraft 2
737575097,24,мужской,город не указан,россия,3,03.09.2022,25000.0,Warface
737575097,24,мужской,город не указан,россия,3,03.09.2022,25000.0,Free Fire
737554610,24,мужской,город не указан,россия,0,06.07.2022,25000.0,StarCraft 2
737554610,24,мужской,город не указан,россия,0,06.07.2022,25000.0,Warface
737554610,24,мужской,город не указан,россия,0,06.07.2022,25000.0,Free Fire
737540380,29,мужской,город не указан,россия,0,03.09.2022,25000.0,StarCraft 2
737540380,29,мужской,город не указан,россия,0,03.09.2022,25000.0,Warface
737540380,29,мужской,город не указан,россия,0,03.09.2022,25000.0,Free Fire
737532516,45,мужской,казань,россия,,29.08.2022,25000.0,StarCraft 2
737532516,45,мужской,казань,россия,,29.08.2022,25000.0,Warface
737532516,45,мужской,казань,россия,,29.08.2022,25000.0,Free Fire
737532341,16,мужской,город не указан,россия,1,27.08.2022,25000.0,StarCraft 2
737532341,16,мужской,город не указан,россия,1,27.08.2022,25000.0,Warface
737532341,16,мужской,город не указан,россия,1,27.08.2022,25000.0,Free Fire
737505745,20,женский,город не указан,россия,,03.09.2022,25000.0,Dota 2
737505745,20,женский,город не указан,россия,,03.09.2022,25000.0,Dota Underlords
737497958,31,женский,город не указан,россия,,02.09.2022,25000.0,Dota 2
737497958,31,женский,город не указан,россия,,02.09.2022,25000.0,Dota Underlords
737448489,29,мужской,москва,россия,4,26.08.2022,25000.0,Apex Legends
737434304,23,мужской,черкесск,россия,0,10.07.2022,25000.0,Apex Legends
737421747,22,мужской,москва,россия,,25.08.2022,25000.0,Apex Legends
737418945,24,женский,москва,россия,4,02.09.2022,25000.0,Apex Legends
737400892,16,мужской,город не указан,россия,0,12.07.2022,25000.0,Apex Legends
737385596,27,мужской,город не указан,россия,3,03.09.2022,25000.0,Apex Legends
737374076,102,мужской,город не указан,россия,,17.08.2022,25000.0,Apex Legends
737372881,32,мужской,город не указан,россия,75,06.08.2022,25000.0,Apex Legends
737365577,34,женский,город не указан,россия,4,24.08.2022,25000.0,Warface
737327463,35,женский,город не указан,россия,4,01.09.2022,25000.0,Warface
737307996,24,мужской,казань,россия,5,03.09.2022,25000.0,Warface
737281671,26,мужской,город не указан,россия,1,03.09.2022,25000.0,Warface
737279815,16,мужской,город не указан,россия,6,29.08.2022,25000.0,Warface
737278562,18,женский,город не указан,россия,0,26.07.2022,25000.0,Warface
737277043,21,мужской,город не указан,россия,,01.09.2022,25000.0,PUBG
737229377,23,мужской,город не указан,россия,,03.09.2022,25000.0,PUBG
737224719,24,мужской,город не указан,россия,1,02.09.2022,25000.0,PUBG
737206905,26,мужской,город не указан,россия,481,03.09.2022,25000.0,Overwatch
737204388,26,мужской,город не указан,россия,1,26.08.2022,25000.0,Overwatch
737145295,36,женский,москва,россия,5,03.09.2022,25000.0,Overwatch
737104043,122,мужской,нижний новгород,россия,,03.09.2022,25000.0,Overwatch
737095851,43,женский,москва,россия,,30.07.2022,25000.0,Overwatch
737082675,24,мужской,тула,россия,3,30.07.2022,25000.0,League of Legends
737067488,30,мужской,город не указан,россия,4,03.09.2022,25000.0,League of Legends
737053262,31,мужской,город не указан,россия,4,28.06.2022,25000.0,League of Legends
737019066,20,женский,москва,россия,1,14.08.2022,25000.0,Dota 2
737011814,23,мужской,бабаево,россия,,03.09.2022,25000.0,Dota 2
737005097,29,мужской,город не указан,россия,,03.09.2022,25000.0,Dota 2
736984701,31,мужской,город не указан,россия,0,03.09.2022,25000.0,League of Legends
736980125,17,мужской,королёв,россия,53,03.09.2022,25000.0,CS:GO
736960972,23,мужской,город не указан,россия,,03.09.2022,25000.0,CS:GO
736937374,17,мужской,город не указан,россия,0,31.07.2022,25000.0,CS:GO
736923982,24,мужской,город не указан,россия,1,02.09.2022,25000.0,CS:GO
736908781,18,женский,город не указан,россия,0,22.07.2022,25000.0,CS:GO
736903505,21,женский,город не указан,россия,1,29.08.2022,25000.0,CS:GO
736866784,16,мужской,город не указан,россия,1,03.09.2022,25000.0,League of Legends
736832496,45,мужской,город не указан,россия,1,02.09.2022,25000.0,League of Legends
736789404,26,мужской,город не указан,россия,,03.09.2022,25000.0,League of Legends
736785182,21,мужской,город не указан,россия,6,03.09.2022,25000.0,Warface
736779173,26,мужской,пермь,россия,,03.09.2022,25000.0,Warface
736760777,34,мужской,город не указан,россия,1,03.09.2022,25000.0,Warface
736743968,23,мужской,город не указан,россия,0,01.09.2022,25000.0,Warface
736709928,27,мужской,санкт-петербург,россия,33,03.09.2022,25000.0,Warcraft III
736709928,27,мужской,санкт-петербург,россия,33,03.09.2022,25000.0,StarCraft 2
736679032,34,мужской,город не указан,россия,,03.09.2022,25000.0,Warcraft III
736679032,34,мужской,город не указан,россия,,03.09.2022,25000.0,StarCraft 2
736678845,20,мужской,город не указан,россия,3,15.07.2022,25000.0,Warcraft III
736678845,20,мужской,город не указан,россия,3,15.07.2022,25000.0,StarCraft 2
736668637,32,мужской,город не указан,россия,1,03.09.2022,25000.0,Warcraft III
736668637,32,мужской,город не указан,россия,1,03.09.2022,25000.0,StarCraft 2
736654663,16,мужской,город не указан,россия,,30.08.2022,25000.0,Heroes of the Storm
736642406,23,мужской,город не указан,россия,,02.09.2022,25000.0,Heroes of the Storm
736639143,17,женский,город не указан,россия,5,29.06.2022,25000.0,Heroes of the Storm
736624924,17,мужской,город не указан,россия,1,03.09.2022,25000.0,Quake Champions
736621916,21,мужской,город не указан,россия,1,03.09.2022,25000.0,Quake Champions
736607018,16,женский,город не указан,россия,1,03.09.2022,25000.0,Quake Champions
736583968,16,мужской,город не указан,россия,0,29.06.2022,25000.0,Quake Champions
736579142,25,мужской,нижний новгород,россия,4,03.09.2022,25000.0,Free Fire
736570248,21,мужской,город не указан,россия,0,01.09.2022,25000.0,Free Fire
736564606,32,мужской,город не указан,россия,2,03.09.2022,25000.0,Free Fire
736556670,43,мужской,город не указан,россия,1,03.09.2022,25000.0,Free Fire
736556431,24,мужской,город не указан,россия,558,03.09.2022,25000.0,Free Fire
736541375,24,мужской,город не указан,россия,877,30.08.2022,25000.0,Free Fire
736516019,16,мужской,город не указан,россия,4,01.09.2022,25000.0,Free Fire
736475696,17,женский,жуковский,россия,14,03.09.2022,25000.0,Quake Champions
736467645,16,мужской,город не указан,россия,1,18.07.2022,25000.0,StarCraft 2
736465400,105,мужской,город не указан,россия,,03.09.2022,25000.0,StarCraft 2
736455224,39,мужской,город не указан,россия,2,26.08.2022,25000.0,StarCraft 2
736431933,17,мужской,город не указан,россия,3,02.09.2022,25000.0,StarCraft 2
736378613,30,мужской,город не указан,россия,0,02.09.2022,25000.0,StarCraft 2
736367323,35,мужской,город не указан,россия,1,02.09.2022,25000.0,StarCraft 2
736359929,20,мужской,город не указан,россия,,03.09.2022,25000.0,Dota 2
736339758,16,мужской,город не указан,россия,1,26.08.2022,25000.0,Dota 2
736337905,21,мужской,санкт-петербург,россия,190,24.06.2022,25000.0,Dota 2
736337464,29,мужской,город не указан,россия,2,30.08.2022,25000.0,Dota 2
736322648,24,мужской,город не указан,россия,1,03.09.2022,25000.0,Dota 2
736302300,28,мужской,город не указан,россия,2,24.06.2022,25000.0,Hearthstone
736272168,24,мужской,город не указан,россия,0,27.08.2022,25000.0,League of Legends
736271852,19,мужской,город не указан,россия,0,01.09.2022,25000.0,League of Legends
736253486,21,мужской,москва,россия,0,06.08.2022,25000.0,League of Legends
736231611,45,мужской,город не указан,россия,4,03.09.2022,25000.0,League of Legends
736228685,46,мужской,город не указан,россия,12,03.09.2022,25000.0,League of Legends
736226443,16,мужской,москва,россия,5,03.09.2022,25000.0,Hearthstone
736209040,16,мужской,город не указан,россия,0,25.07.2022,25000.0,Hearthstone
736207175,24,мужской,город не указан,россия,0,03.09.2022,25000.0,StarCraft 2
736206783,18,женский,город не указан,россия,1,03.09.2022,25000.0,StarCraft 2
736198062,23,мужской,санкт-петербург,россия,,28.08.2022,25000.0,StarCraft 2
736187112,29,мужской,город не указан,россия,,02.08.2022,25000.0,StarCraft 2
736184781,38,мужской,бердянск,украина,8,03.09.2022,75000.0,StarCraft 2
736165615,46,мужской,город не указан,россия,0,02.09.2022,25000.0,StarCraft 2
736165615,46,мужской,город не указан,россия,0,02.09.2022,25000.0,Warface
736165615,46,мужской,город не указан,россия,0,02.09.2022,25000.0,Free Fire
736153548,16,мужской,город не указан,россия,0,26.08.2022,25000.0,StarCraft 2
736153548,16,мужской,город не указан,россия,0,26.08.2022,25000.0,Warface
736153548,16,мужской,город не указан,россия,0,26.08.2022,25000.0,Free Fire
736131642,24,мужской,город не указан,россия,0,02.09.2022,25000.0,StarCraft 2
736131642,24,мужской,город не указан,россия,0,02.09.2022,25000.0,Warface
736131642,24,мужской,город не указан,россия,0,02.09.2022,25000.0,Free Fire
736112584,24,мужской,город не указан,россия,0,03.09.2022,25000.0,StarCraft 2
736112584,24,мужской,город не указан,россия,0,03.09.2022,25000.0,Warface
736112584,24,мужской,город не указан,россия,0,03.09.2022,25000.0,Free Fire
736104704,30,мужской,город не указан,россия,1,03.09.2022,25000.0,StarCraft 2
736091306,33,мужской,ставрополь,россия,0,30.08.2022,25000.0,StarCraft 2
736071371,23,мужской,chicago,сша,4,03.09.2022,300000.0,Quake Champions
736019525,17,мужской,санкт-петербург,россия,1,03.09.2022,25000.0,Heroes of the Storm
736018324,43,мужской,город не указан,россия,1,23.08.2022,25000.0,Heroes of the Storm
735924836,38,женский,город не указан,россия,2,03.09.2022,25000.0,Heroes of the Storm
735917718,16,женский,город не указан,россия,2,03.09.2022,25000.0,Heroes of the Storm
735910668,16,мужской,город не указан,россия,2,30.08.2022,25000.0,Heroes of the Storm
735908843,25,мужской,город не указан,россия,1,08.08.2022,25000.0,CS:GO
735904209,24,мужской,город не указан,россия,0,11.08.2022,25000.0,Dota Underlords
735904209,24,мужской,город не указан,россия,0,11.08.2022,25000.0,Quake Champions
735904209,24,мужской,город не указан,россия,0,11.08.2022,25000.0,Heroes of the Storm
735899254,24,мужской,город не указан,россия,2,28.08.2022,25000.0,Dota Underlords
735899254,24,мужской,город не указан,россия,2,28.08.2022,25000.0,Quake Champions
735899254,24,мужской,город не указан,россия,2,28.08.2022,25000.0,Heroes of the Storm
735883668,19,мужской,город не указан,россия,0,27.08.2022,25000.0,Dota Underlords
735883668,19,мужской,город не указан,россия,0,27.08.2022,25000.0,Quake Champions
735883668,19,мужской,город не указан,россия,0,27.08.2022,25000.0,Heroes of the Storm
735879430,18,мужской,октябрьский,россия,173,03.09.2022,25000.0,Dota Underlords
735879430,18,мужской,октябрьский,россия,173,03.09.2022,25000.0,Quake Champions
735879430,18,мужской,октябрьский,россия,173,03.09.2022,25000.0,Heroes of the Storm
735875593,17,мужской,город не указан,россия,4,03.09.2022,25000.0,Dota Underlords
735875593,17,мужской,город не указан,россия,4,03.09.2022,25000.0,Quake Champions
735875593,17,мужской,город не указан,россия,4,03.09.2022,25000.0,Heroes of the Storm
735869982,25,женский,емельяново,россия,,16.07.2022,25000.0,Dota Underlords
735869982,25,женский,емельяново,россия,,16.07.2022,25000.0,Quake Champions
735869982,25,женский,емельяново,россия,,16.07.2022,25000.0,Heroes of the Storm
735867882,41,мужской,город не указан,россия,1,24.06.2022,25000.0,CS:GO
735865457,21,мужской,москва,россия,169,02.09.2022,25000.0,CS:GO
735851438,46,женский,город не указан,россия,3,03.09.2022,25000.0,CS:GO
735842249,21,мужской,москва,россия,111,01.09.2022,25000.0,CS:GO
735839024,25,мужской,город не указан,россия,,03.09.2022,25000.0,CS:GO
735836386,26,мужской,санкт-петербург,россия,0,03.09.2022,25000.0,CS:GO
735831219,19,мужской,красноярск,россия,4,02.09.2022,25000.0,Warcraft III
735831219,19,мужской,красноярск,россия,4,02.09.2022,25000.0,StarCraft 2
735826855,40,мужской,город не указан,россия,,03.09.2022,25000.0,Warcraft III
735826855,40,мужской,город не указан,россия,,03.09.2022,25000.0,StarCraft 2
735812711,16,мужской,тула,россия,2,03.09.2022,25000.0,Quake Champions
735807340,27,мужской,город не указан,россия,5,03.09.2022,25000.0,Quake Champions
735798668,122,мужской,toronto,канада,9,03.09.2022,300000.0,Quake Champions
735786571,45,мужской,челябинск,россия,16,03.09.2022,25000.0,Dota Underlords
735785967,18,мужской,город не указан,россия,1,16.07.2022,25000.0,Valorant
735781499,16,мужской,город не указан,россия,3,03.09.2022,25000.0,Valorant
735767470,26,мужской,город не указан,россия,0,21.06.2022,25000.0,Valorant
735754467,23,мужской,город не указан,россия,0,03.09.2022,25000.0,Valorant
735729819,16,мужской,город не указан,россия,0,07.07.2022,25000.0,Valorant
735726553,24,мужской,город не указан,сербия,,03.09.2022,159450.0,Valorant
735722576,17,мужской,город не указан,россия,0,21.06.2022,25000.0,Valorant
735716788,42,мужской,город не указан,россия,0,11.07.2022,25000.0,Valorant
735706167,18,мужской,город не указан,россия,0,28.08.2022,25000.0,Valorant
735700541,39,женский,город не указан,россия,,03.09.2022,25000.0,Valorant
735691110,16,мужской,город не указан,россия,0,24.06.2022,25000.0,Valorant
735676809,29,мужской,город не указан,россия,0,21.06.2022,25000.0,League of Legends
735675085,22,женский,москва,россия,324,31.08.2022,25000.0,Dota Underlords
735660878,17,мужской,санкт-петербург,россия,0,14.07.2022,25000.0,Dota Underlords
735654528,47,женский,город не указан,россия,,03.09.2022,25000.0,League of Legends
735652581,45,женский,город не указан,россия,8,03.09.2022,25000.0,League of Legends
735637425,17,мужской,город не указан,россия,0,27.08.2022,25000.0,League of Legends
735633518,20,мужской,город не указан,россия,,03.09.2022,25000.0,League of Legends
735619010,23,мужской,город не указан,россия,1,03.09.2022,25000.0,League of Legends
735589922,39,мужской,город не указан,россия,2,03.09.2022,25000.0,League of Legends
735560619,45,мужской,город не указан,россия,51,02.09.2022,25000.0,League of Legends
735553289,22,мужской,город не указан,россия,2,03.09.2022,25000.0,Overwatch
735545584,28,женский,город не указан,россия,2,03.09.2022,25000.0,Overwatch
735544452,16,мужской,город не указан,россия,,03.09.2022,25000.0,Overwatch
735544158,39,мужской,город не указан,россия,188,03.09.2022,25000.0,Overwatch
735521449,24,мужской,город не указан,россия,31,03.09.2022,25000.0,Overwatch
735515989,23,женский,пермь,россия,,03.09.2022,25000.0,Dota Underlords
735513352,21,мужской,город не указан,россия,0,01.09.2022,25000.0,Dota Underlords
735507652,27,мужской,город не указан,россия,0,26.08.2022,25000.0,Dota Underlords
735494853,24,мужской,город не указан,россия,0,03.09.2022,25000.0,Dota Underlords
735493286,43,мужской,город не указан,россия,1,31.08.2022,25000.0,Dota Underlords
735492873,21,мужской,санкт-петербург,россия,0,02.09.2022,25000.0,Dota Underlords
735487651,40,мужской,город не указан,россия,0,22.06.2022,25000.0,Quake Champions
735486620,16,мужской,город не указан,россия,1,20.08.2022,25000.0,Free Fire
735483089,24,мужской,город не указан,россия,0,27.07.2022,25000.0,Free Fire
735475301,16,мужской,город не указан,россия,4,03.09.2022,25000.0,Free Fire
735461243,16,мужской,город не указан,россия,0,08.07.2022,25000.0,Free Fire
735459187,16,мужской,город не указан,россия,1,19.07.2022,25000.0,Free Fire
735444356,25,мужской,город не указан,россия,1,03.09.2022,25000.0,Free Fire
735442285,31,мужской,город не указан,россия,,03.09.2022,25000.0,Warface
735439311,18,мужской,stockholm,швеция,4,03.09.2022,531500.0,Warface
735401830,31,мужской,город не указан,россия,2,03.09.2022,25000.0,Warface
735394840,25,мужской,город не указан,россия,1,01.09.2022,25000.0,Warface
735390340,45,женский,тюмень,россия,2,13.08.2022,25000.0,Dota 2
735370762,27,мужской,город не указан,россия,0,07.08.2022,25000.0,Dota 2
735359521,17,мужской,город не указан,россия,0,03.09.2022,25000.0,Dota 2
735352586,22,мужской,город не указан,россия,151,01.09.2022,25000.0,Dota 2
735333550,20,мужской,город не указан,россия,3475,03.09.2022,25000.0,Dota 2
735325566,23,мужской,los angeles,сша,1,03.09.2022,150000.0,Warface
735312705,21,мужской,город не указан,россия,1,01.09.2022,25000.0,Warface
735299048,25,мужской,город не указан,россия,8,03.09.2022,25000.0,Warface
735286394,40,мужской,город не указан,россия,0,11.07.2022,25000.0,PUBG
735285364,17,мужской,город не указан,россия,8,02.09.2022,25000.0,PUBG
735282677,22,мужской,город не указан,россия,0,22.08.2022,25000.0,PUBG
735279223,22,мужской,город не указан,россия,4,05.07.2022,25000.0,PUBG
735262277,26,мужской,владивосток,россия,,02.09.2022,25000.0,Warface
8408,23,женский,город не указан,россия,376,03.09.2022,25000.0,StarCraft 2
8408,23,женский,город не указан,россия,376,03.09.2022,25000.0,Warface
8408,23,женский,город не указан,россия,376,03.09.2022,25000.0,Free Fire
16968,23,мужской,город не указан,россия,3381,03.09.2022,25000.0,FIFA
19386,45,мужской,санкт-петербург,россия,1524,03.09.2022,25000.0,FIFA
20515,40,женский,город не указан,россия,637,21.08.2022,25000.0,FIFA
24171,27,женский,санкт-петербург,россия,,03.09.2022,25000.0,FIFA
29462,21,мужской,москва,россия,,03.09.2022,25000.0,FIFA
32324,38,мужской,санкт-петербург,россия,340,03.09.2022,25000.0,FIFA
32836,49,женский,санкт-петербург,россия,1581,03.09.2022,25000.0,FIFA
40054,19,мужской,москва,россия,951,03.09.2022,25000.0,Dota Underlords
40054,19,мужской,москва,россия,951,03.09.2022,25000.0,Quake Champions
40054,19,мужской,москва,россия,951,03.09.2022,25000.0,Heroes of the Storm
41913,49,мужской,санкт-петербург,россия,410,28.08.2022,25000.0,Dota Underlords
41913,49,мужской,санкт-петербург,россия,410,28.08.2022,25000.0,Quake Champions
